{'file': 'orbit_p0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.2, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.21.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.21, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.22.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.22, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.23.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.23, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.2, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.21.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.21, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.22.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.22, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.23.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.23, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.2, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.21.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.21, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.22.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.22, 't_stop (day)': 1033626.04479808, 'stability': 'CA'}
