file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.1600.bin,1.0,1.4999999999999998,0.2,True,0.028637827019079756,4.712388980384691,0.16,2310087.4595994814,ST,0.030934292957204974
orbit_a0.1700.bin,1.0,1.4999999999999998,0.2,True,0.028637827019079756,4.712388980384691,0.16999999999999998,2310087.4595994814,ST,0.03409674347697171
orbit_a0.1800.bin,1.0,1.4999999999999998,0.2,True,0.028637827019079756,4.712388980384691,0.18,2310087.4595994814,ST,0.038084986705607116
orbit_a0.1900.bin,1.0,1.4999999999999998,0.2,True,0.028637827019079756,4.712388980384691,0.19,2310087.4595994814,ST,0.03931932450672752
orbit_a0.2000.bin,1.0,1.4999999999999998,0.2,True,0.028637827019079756,4.712388980384691,0.2,2310087.4595994814,ST,0.04696810306366494
