{'file': 'orbit_p0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.09, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_p0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.1, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.11, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_p0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.12, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_p0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.13, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_a0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.09, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_a0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.1, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.11, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_a0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.12, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
{'file': 'orbit_a0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.13, 't_stop (day)': 5548.591342499551, 'stability': 'CB'}
{'file': 'orbit_p0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 9.0, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.09, 't_stop (day)': 1155043.7297997407, 'stability': 'ST'}
