{'file': 'orbit_p0.44.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.44, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.45.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.45, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.46.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.46, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.47.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.47, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.44.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.44, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.45.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.45, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.46.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.46, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.47.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.47, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.44.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.44, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.45.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.45, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.46.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.46, 't_stop (day)': 104825.5863290817, 'stability': 'CB'}
{'file': 'orbit_p0.47.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.47, 't_stop (day)': 3279.2693593438476, 'stability': 'CA'}
{'file': 'orbit_a0.44.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.44, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.45.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.45, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.46.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.46, 't_stop (day)': 57414.13254707612, 'stability': 'CB'}
{'file': 'orbit_a0.47.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.47, 't_stop (day)': 41487.26741439839, 'stability': 'EJ'}
{'file': 'orbit_p0.44.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.44, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.45.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.45, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.46.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.46, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.47.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.47, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.44.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.44, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.45.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.45, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.46.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.46, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.47.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.47, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.44.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.44, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.45.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.45, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.46.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.46, 't_stop (day)': 38664.1183854468, 'stability': 'CA'}
{'file': 'orbit_p0.47.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.47, 't_stop (day)': 25711.96164530407, 'stability': 'EJ'}
{'file': 'orbit_a0.44.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.44, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.45.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.1111111111111111, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.45, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
