file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.08,2582756.29681712,ST,0.044518044689973064
orbit_a0.09.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.09,2582756.29681712,ST,0.04741636755568068
orbit_a0.10.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.1,2582756.29681712,ST,0.04871722675395586
orbit_a0.11.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.11,2582756.29681712,ST,0.05008050131118139
orbit_a0.12.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.12,2582756.29681712,ST,0.05238373179811846
orbit_a0.13.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.13,2223714.4504124853,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.14,73850.11773700172,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.15,26281.184294778686,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.16,3949.989926135991,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.000954594233969325,2.3561944901923453,0.17,11918.865619502094,EJ,
