file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.08,2582756.29681712,ST,0.04024509270560171
orbit_p0.09.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.09,2582756.29681712,ST,0.04201939233952184
orbit_p0.10.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.1,2582756.29681712,ST,0.042219843883920395
orbit_p0.11.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.11,2582756.29681712,ST,0.04172417775835239
orbit_p0.12.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.12,2582756.29681712,ST,0.0600768799088177
orbit_p0.13.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.13,563764.4151357913,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.14,24279.086216919142,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.15,37003.739421186016,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.16,1032.7620393942314,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.000954594233969325,2.3561944901923453,0.17,10105.286377334904,EJ,
