{'file': 'orbit_p0.2200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.22, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_p0.2300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.22999999999999998, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_p0.2400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.24, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_p0.2500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.25, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_p0.2600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.26, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_a0.2200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.22, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_a0.2300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.22999999999999998, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_a0.2400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.24, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_a0.2500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.25, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_a0.2600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.26, 't_stop (day)': 297894.97853972047, 'stability': 'CA'}
{'file': 'orbit_p0.2200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.22, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_p0.2300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.22999999999999998, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_p0.2400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.24, 't_stop (day)': 3266957.015633596, 'stability': 'ST'}
{'file': 'orbit_p0.2500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.25, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.25, 't_stop (day)': 401204.6140864715, 'stability': 'CA'}
