file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.08,2582756.29681712,ST,0.04465116698715922
orbit_a0.09.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.09,2582756.29681712,ST,0.04786851171677044
orbit_a0.10.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.1,2582756.29681712,ST,0.0497767987834725
orbit_a0.11.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.11,2582756.29681712,ST,0.048060982173048376
orbit_a0.12.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.12,2582756.29681712,ST,0.0494268595449255
orbit_a0.13.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.13,1718950.399790474,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.14,94436.71634727568,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.15,24926.28517285953,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.16,3935.9774508850674,CB,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.0,0.7853981633974483,0.17,4768.515616949955,CA,
