file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.3100.bin,1.0,0.25,0.1,False,0.0,0.7853981633974483,0.31,3266957.015633596,ST,0.04428989608405959
orbit_p0.3200.bin,1.0,0.25,0.1,False,0.0,0.7853981633974483,0.32,3266957.015633596,ST,0.07871872056983026
orbit_p0.3300.bin,1.0,0.25,0.1,False,0.0,0.7853981633974483,0.33,3266957.015633596,ST,0.06239152037623535
orbit_p0.3400.bin,1.0,0.25,0.1,False,0.0,0.7853981633974483,0.34,3266957.015633596,ST,0.06796677126674641
