file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.3100.bin,1.0,0.25,0.1,True,0.0,0.7853981633974483,0.31,3266957.015633596,ST,0.025669854852187313
orbit_a0.3200.bin,1.0,0.25,0.1,True,0.0,0.7853981633974483,0.32,3266957.015633596,ST,0.04920049951870172
orbit_a0.3300.bin,1.0,0.25,0.1,True,0.0,0.7853981633974483,0.33,323052.62500178115,CB,
orbit_a0.3400.bin,1.0,0.25,0.1,True,0.0,0.7853981633974483,0.34,3266957.015633596,ST,0.03994373371464899
