file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.08,2582756.29681712,ST,0.03713836200700363
orbit_p0.09.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.09,2582756.29681712,ST,0.03815533060283568
orbit_p0.10.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.1,2582756.29681712,ST,0.03794772779002306
orbit_p0.11.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.11,2582756.29681712,ST,0.044780979313838475
orbit_p0.12.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.12,2582756.29681712,ST,0.0340670653858877
orbit_p0.13.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.13,402694.5564271945,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.14,393740.3250836845,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.15,44803.08367182859,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.16,45491.3875658871,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.028637827019079756,3.1415926535897927,0.17,21210.717346448448,EJ,
