file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.1300.bin,1.0,4.0,0.1,True,0.028637827019079756,1.5707963267948966,0.13,1633478.507816798,ST,0.029924482352615724
orbit_a0.1400.bin,1.0,4.0,0.1,True,0.028637827019079756,1.5707963267948966,0.14,1633478.507816798,ST,0.03850713763618874
orbit_a0.1500.bin,1.0,4.0,0.1,True,0.028637827019079756,1.5707963267948966,0.15,1633478.507816798,ST,0.05336350714449603
orbit_a0.1600.bin,1.0,4.0,0.1,True,0.028637827019079756,1.5707963267948966,0.16,1633478.507816798,ST,0.08684067460992005
orbit_a0.1700.bin,1.0,4.0,0.1,True,0.028637827019079756,1.5707963267948966,0.16999999999999998,1937.1751511436846,CA,
