file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.08,2582756.29681712,ST,0.04468637234420776
orbit_a0.09.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.09,2582756.29681712,ST,0.04769788043683029
orbit_a0.10.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.1,2582756.29681712,ST,0.049372424527814665
orbit_a0.11.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.11,2582756.29681712,ST,0.049162501513472234
orbit_a0.12.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.12,2582756.29681712,ST,0.05105436547025033
orbit_a0.13.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.13,1989355.5192118704,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.14,25981.649119287747,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.15,4286.947598315851,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.16,2973.440832165679,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.0,4.712388980384691,0.17,7599.2380379606175,CA,
