file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.08,2582756.29681712,ST,0.03895911298012058
orbit_p0.09.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.09,2582756.29681712,ST,0.03979994919004255
orbit_p0.10.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.1,2582756.29681712,ST,0.03910199853379337
orbit_p0.11.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.11,2582756.29681712,ST,0.038013022676335925
orbit_p0.12.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.12,2582756.29681712,ST,0.03513783116842608
orbit_p0.13.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.13,2582756.29681712,ST,0.03576635961701226
orbit_p0.14.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.14,138770.8222352905,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.15,17340.432109296493,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.16,4925.687803781388,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.000954594233969325,3.1415926535897927,0.17,7276.934315290251,CA,
