file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.08,2582756.29681712,ST,0.04463583160520154
orbit_a0.09.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.09,2582756.29681712,ST,0.0475704000521224
orbit_a0.10.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.1,2582756.29681712,ST,0.049408409431148395
orbit_a0.11.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.11,2582756.29681712,ST,0.049134850082104296
orbit_a0.12.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.12,2582756.29681712,ST,0.05216421858059912
orbit_a0.13.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.13,2582756.29681712,ST,0.0568348665894509
orbit_a0.14.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.14,4804.299036682141,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.15,5846.0714414481345,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.16,3738.777044044826,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.000954594233969325,4.712388980384691,0.17,2725.5610381865217,CA,
