file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.08,2582756.29681712,ST,0.04432299039673521
orbit_p0.09.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.09,2582756.29681712,ST,0.048386871167989315
orbit_p0.10.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.1,2582756.29681712,ST,0.053315529209683264
orbit_p0.11.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.11,2582756.29681712,ST,0.05727100723037789
orbit_p0.12.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.12,2582756.29681712,ST,0.07942936742802119
orbit_p0.13.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.13,84970.29074861473,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.14,17357.557091729712,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.15,11065.574574300124,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.16,1566.4658589988767,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.000954594233969325,4.712388980384691,0.17,1372.1736784709744,CA,
