file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.08,2582756.29681712,ST,0.04677944746488425
orbit_p0.09.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.09,2582756.29681712,ST,0.05203939041268045
orbit_p0.10.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.1,2582756.29681712,ST,0.0551401114997174
orbit_p0.11.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.11,2582756.29681712,ST,0.06487373944839185
orbit_p0.12.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.12,2582756.29681712,ST,0.07354216430385158
orbit_p0.13.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.13,1410334.3911693762,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.14,97357.19434082696,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.15,73671.71980510787,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.16,52732.60525146943,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.000954594233969325,0.0,0.17,4847.926154761826,CA,
