file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.08,2582756.29681712,ST,0.044633525884373096
orbit_a0.09.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.09,2582756.29681712,ST,0.047884839775317684
orbit_a0.10.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.1,2582756.29681712,ST,0.049613297733533304
orbit_a0.11.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.11,2582756.29681712,ST,0.0476789856562755
orbit_a0.12.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.12,2582756.29681712,ST,0.049716995161532655
orbit_a0.13.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.13,2492856.527103173,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.14,2582756.29681712,ST,0.023188679532128286
orbit_a0.15.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.15,8650.628470003561,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.16,3470.258059128321,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.000954594233969325,0.0,0.17,6139.442257150111,CA,
