{'file': 'orbit_p0.0700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.06999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.0800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.08, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.09, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.09999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.11, 't_stop (day)': 226543.40165724058, 'stability': 'CA'}
{'file': 'orbit_a0.0700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.06999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.0800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.08, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.09, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.09999999999999999, 't_stop (day)': 420556.57178000093, 'stability': 'CA'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.11, 't_stop (day)': 105419.86693506892, 'stability': 'CA'}
{'file': 'orbit_p0.0700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.06999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.0800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.08, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.09, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.09999999999999999, 't_stop (day)': 130507.9787202727, 'stability': 'CA'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.11, 't_stop (day)': 8448.866689911818, 'stability': 'CA'}
{'file': 'orbit_a0.0700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.06999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.0800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.08, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.09, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.09999999999999999, 't_stop (day)': 660374.8259355823, 'stability': 'CA'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.11, 't_stop (day)': 28358.72278670042, 'stability': 'EJ'}
{'file': 'orbit_p0.0700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.06999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.0800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.08, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.09, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.09999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.11, 't_stop (day)': 187541.3746442239, 'stability': 'CA'}
{'file': 'orbit_a0.0700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.06999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.0800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.08, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.09, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.09999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.11, 't_stop (day)': 15919.627911843154, 'stability': 'CA'}
{'file': 'orbit_p0.0700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.06999999999999999, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.0800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.08, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.0900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.09, 't_stop (day)': 2582756.29681712, 'stability': 'ST'}
{'file': 'orbit_p0.1000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.09999999999999999, 't_stop (day)': 118686.36643339992, 'stability': 'CA'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.0, 'e': 0.6, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.11, 't_stop (day)': 20115.57395792656, 'stability': 'EJ'}
