{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.11, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.12000000000000001, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.13, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.14, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.15, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.11, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.12000000000000001, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.13, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.14, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.15, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.11, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.12000000000000001, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.13, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.14, 't_stop (day)': 464866.3429917838, 'stability': 'CA'}
{'file': 'orbit_p0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.15, 't_stop (day)': 3703.854526517542, 'stability': 'CA'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.11, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.12000000000000001, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.13, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.14, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.15, 't_stop (day)': 546831.7262224028, 'stability': 'CA'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.11, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.12000000000000001, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.13, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.14, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.15, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.11, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.12000000000000001, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.13, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.14, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 3.141592653589793, 'a (AU)': 0.15, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.11, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.12000000000000001, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.13, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_p0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.14, 't_stop (day)': 153392.06804537415, 'stability': 'CA'}
{'file': 'orbit_p0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.15, 't_stop (day)': 12504.431407730903, 'stability': 'CA'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.11, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.12000000000000001, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.13, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.14, 't_stop (day)': 2310087.4595994814, 'stability': 'ST'}
{'file': 'orbit_a0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 1.5, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 4.71238898038469, 'a (AU)': 0.15, 't_stop (day)': 833056.113072791, 'stability': 'CA'}
