file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.08,2582756.29681712,ST,0.04516112229293215
orbit_p0.09.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.09,2582756.29681712,ST,0.049758711209184674
orbit_p0.10.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.1,2582756.29681712,ST,0.05454909430189935
orbit_p0.11.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.11,2582756.29681712,ST,0.061098777534370444
orbit_p0.12.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.12,2582756.29681712,ST,0.07750105436076914
orbit_p0.13.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.13,127573.98807116812,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.14,107338.16239457748,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.15,2564.280051825924,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.16,12709.802474419148,EJ,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.000954594233969325,5.497787143782138,0.17,1135.3363252490205,CA,
