file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.08,2582756.29681712,ST,0.04472111005358202
orbit_a0.09.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.09,2582756.29681712,ST,0.04782061346925332
orbit_a0.10.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.1,2582756.29681712,ST,0.04973667353802492
orbit_a0.11.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.11,2582756.29681712,ST,0.04803479795220019
orbit_a0.12.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.12,2582756.29681712,ST,0.048419362675630045
orbit_a0.13.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.13,2582756.29681712,ST,0.05768855043087611
orbit_a0.14.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.14,63405.0838726688,EJ,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.15,13593.11898609355,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.16,1676.7477099279893,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.000954594233969325,5.497787143782138,0.17,2747.4627264303986,CA,
