file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.08,2582756.29681712,ST,0.04483567159993204
orbit_a0.09.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.09,2582756.29681712,ST,0.047849795554470345
orbit_a0.10.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.1,2582756.29681712,ST,0.0498604145925874
orbit_a0.11.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.11,2582756.29681712,ST,0.048026071710928014
orbit_a0.12.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.12,2582756.29681712,ST,0.05052137279919807
orbit_a0.13.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.13,2582756.29681712,ST,0.0577581164196354
orbit_a0.14.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.14,53086.96908483905,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.15,4032.2701074999986,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.16,9444.04342729696,EJ,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.0,5.497787143782138,0.17,659.8003997279658,CA,
