file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.08,2582756.29681712,ST,0.043339459524846954
orbit_p0.09.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.09,2582756.29681712,ST,0.04753584728208381
orbit_p0.10.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.1,2582756.29681712,ST,0.052124103055983806
orbit_p0.11.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.11,2582756.29681712,ST,0.05802743715465701
orbit_p0.12.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.12,2582756.29681712,ST,0.07384149593937143
orbit_p0.13.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.13,871965.6433016022,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.14,4910.24657105704,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.15,3012.260235368848,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.16,3099.1366601366967,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.028637827019079756,5.497787143782138,0.17,18992.47175657596,EJ,
