file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.08,2582756.29681712,ST,0.04271937777391105
orbit_a0.09.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.09,2582756.29681712,ST,0.04564312557820602
orbit_a0.10.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.1,2582756.29681712,ST,0.04767507939573649
orbit_a0.11.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.11,2582756.29681712,ST,0.04552245409895864
orbit_a0.12.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.12,2582756.29681712,ST,0.053177277886248306
orbit_a0.13.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.13,814834.1029046703,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.14,23080.34751113001,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.15,24347.940430777468,EJ,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.16,679.7801040087006,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.028637827019079756,5.497787143782138,0.17,11718.154498483402,EJ,
