file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.08,2582756.29681712,ST,0.044678027946189226
orbit_a0.09.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.09,2582756.29681712,ST,0.04788522961462945
orbit_a0.10.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.1,2582756.29681712,ST,0.04979090131442508
orbit_a0.11.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.11,2582756.29681712,ST,0.04793058354988022
orbit_a0.12.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.12,2582756.29681712,ST,0.04898784854309653
orbit_a0.13.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.13,2582756.29681712,ST,0.05637123501195674
orbit_a0.14.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.14,39126.4147322039,EJ,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.15,4510.527992803424,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.16,7095.61891484533,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.000954594233969325,0.7853981633974483,0.17,6334.159976011352,CA,
