file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.0900.bin,1.0,2.333333333333333,0.4,True,0.000954594233969325,4.712388980384691,0.09,2000594.4249770087,ST,0.03358794310663941
orbit_a0.1000.bin,1.0,2.333333333333333,0.4,True,0.000954594233969325,4.712388980384691,0.1,2000594.4249770087,ST,0.034915205280520334
orbit_a0.1100.bin,1.0,2.333333333333333,0.4,True,0.000954594233969325,4.712388980384691,0.11,2000594.4249770087,ST,0.04192694153139864
orbit_a0.1200.bin,1.0,2.333333333333333,0.4,True,0.000954594233969325,4.712388980384691,0.12,2000594.4249770087,ST,0.03518818210426979
orbit_a0.1300.bin,1.0,2.333333333333333,0.4,True,0.000954594233969325,4.712388980384691,0.13,304187.9826516398,CA,
