{'file': 'orbit_p0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.19, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_p0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.2, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_p0.21.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.21, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_p0.22.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.22, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_a0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.19, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_a0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.2, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_a0.21.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.21, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_a0.22.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.22, 't_stop (day)': 296.014870177544, 'stability': 'CA'}
{'file': 'orbit_p0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.19, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_p0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.2, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_p0.21.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.21, 't_stop (day)': 729.2562719975191, 'stability': 'CA'}
{'file': 'orbit_p0.22.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.22, 't_stop (day)': 1080.0982583259715, 'stability': 'CA'}
{'file': 'orbit_a0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.19, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_a0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.2, 't_stop (day)': 2000594.4249770092, 'stability': 'ST'}
{'file': 'orbit_a0.21.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.21, 't_stop (day)': 4602.000568691451, 'stability': 'CA'}
{'file': 'orbit_a0.22.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 2.333333333333333, 'e': 0.0, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.22, 't_stop (day)': 103.04027921556965, 'stability': 'CA'}
