file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.08,2582756.29681712,ST,0.04253155977863629
orbit_p0.09.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.09,2582756.29681712,ST,0.04620413242215055
orbit_p0.10.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.1,2582756.29681712,ST,0.050982963803698315
orbit_p0.11.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.11,2582756.29681712,ST,0.0722679639170696
orbit_p0.12.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.12,2582756.29681712,ST,0.06768037891966233
orbit_p0.13.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.13,39220.682389952664,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.14,4163.677111888246,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.15,1513.3396929429998,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.16,1520.1956525185,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.028637827019079756,1.5707963267948966,0.17,10453.82815868252,EJ,
