file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.08,2582756.29681712,ST,0.04085018485144166
orbit_p0.09.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.09,2582756.29681712,ST,0.04204212649306086
orbit_p0.10.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.1,2582756.29681712,ST,0.04238067841137478
orbit_p0.11.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.11,2582756.29681712,ST,0.041700585838023725
orbit_p0.12.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.12,2582756.29681712,ST,0.05674121079857517
orbit_p0.13.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.13,355425.1951076145,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.14,32530.366452135127,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.15,35529.37367596438,EJ,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.16,2844.840571307021,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.000954594233969325,3.9269908169872414,0.17,6714.49609329895,CA,
