file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.08,2582756.29681712,ST,0.04068077337186051
orbit_p0.09.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.09,2582756.29681712,ST,0.04191998008431014
orbit_p0.10.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.1,2582756.29681712,ST,0.0423938174521075
orbit_p0.11.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.11,2582756.29681712,ST,0.04186746698941724
orbit_p0.12.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.12,2582756.29681712,ST,0.0585560223617577
orbit_p0.13.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.13,530568.3982341806,EJ,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.14,15253.191844511532,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.15,7530.187070524862,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.16,10037.632078217084,EJ,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.0,2.3561944901923453,0.17,2903.7625767110435,CB,
