file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.08,2582756.29681712,ST,0.04256027604496167
orbit_a0.09.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.09,2582756.29681712,ST,0.04530687432991907
orbit_a0.10.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.1,2582756.29681712,ST,0.04660382317283844
orbit_a0.11.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.11,2582756.29681712,ST,0.0471853855845738
orbit_a0.12.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.12,2582756.29681712,ST,0.05839793468775966
orbit_a0.13.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.13,226582.6217909382,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.14,14245.242532633618,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.15,45627.6011386249,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.16,5607.742909285313,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.028637827019079756,2.3561944901923453,0.17,8397.026092532984,EJ,
