file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.08,2582756.29681712,ST,0.038724340489041824
orbit_p0.09.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.09,2582756.29681712,ST,0.04020511113607323
orbit_p0.10.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.1,2582756.29681712,ST,0.04047789767563637
orbit_p0.11.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.11,2582756.29681712,ST,0.039864473270182596
orbit_p0.12.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.12,2582756.29681712,ST,0.04168054922528387
orbit_p0.13.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.13,209771.2131800282,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.14,75419.44887559472,CB,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.15,21716.726193284707,EJ,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.16,7300.306457906468,EJ,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.028637827019079756,2.3561944901923453,0.17,2349.501032472732,CA,
