{'file': 'orbit_p0.0300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.03, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_p0.0400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.04, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_p0.0500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.05, 't_stop (day)': 415359.2538186262, 'stability': 'CA'}
{'file': 'orbit_p0.0600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.06, 't_stop (day)': 19798.152445811113, 'stability': 'CA'}
{'file': 'orbit_a0.0300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.03, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_a0.0400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.04, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_a0.0500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.05, 't_stop (day)': 297904.368133816, 'stability': 'EJ'}
{'file': 'orbit_a0.0600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.06, 't_stop (day)': 114439.94947989398, 'stability': 'CA'}
{'file': 'orbit_p0.0300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.03, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_p0.0400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.04, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_p0.0500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.05, 't_stop (day)': 222375.3393600307, 'stability': 'CA'}
{'file': 'orbit_p0.0600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.06, 't_stop (day)': 4235.129006291132, 'stability': 'CA'}
{'file': 'orbit_a0.0300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.03, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_a0.0400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.04, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_a0.0500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.05, 't_stop (day)': 185748.69103280207, 'stability': 'EJ'}
{'file': 'orbit_a0.0600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.06, 't_stop (day)': 32392.008868674795, 'stability': 'CA'}
{'file': 'orbit_p0.0300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.03, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_p0.0400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.04, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
{'file': 'orbit_p0.0500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.6666666666666667, 'e': 0.8, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.05, 't_stop (day)': 2829267.7686104896, 'stability': 'ST'}
