file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.0,0.0,0.08,2582756.29681712,ST,0.044798062311111594
orbit_a0.09.bin,1.0,1.0,0.5,True,0.0,0.0,0.09,2582756.29681712,ST,0.04789362388770522
orbit_a0.10.bin,1.0,1.0,0.5,True,0.0,0.0,0.1,2582756.29681712,ST,0.05001859997071357
orbit_a0.11.bin,1.0,1.0,0.5,True,0.0,0.0,0.11,2582756.29681712,ST,0.04777347648668908
orbit_a0.12.bin,1.0,1.0,0.5,True,0.0,0.0,0.12,2582756.29681712,ST,0.04779041511187587
orbit_a0.13.bin,1.0,1.0,0.5,True,0.0,0.0,0.13,2416288.078382403,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.0,0.0,0.14,2582756.29681712,ST,0.02341368068541198
orbit_a0.15.bin,1.0,1.0,0.5,True,0.0,0.0,0.15,4321.703870333126,CB,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.0,0.0,0.16,6046.360952436763,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.0,0.0,0.17,8922.137939701328,CA,
