file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.0,0.0,0.08,2582756.29681712,ST,0.047064137263797864
orbit_p0.09.bin,1.0,1.0,0.5,False,0.0,0.0,0.09,2582756.29681712,ST,0.05200421211024136
orbit_p0.10.bin,1.0,1.0,0.5,False,0.0,0.0,0.1,2582756.29681712,ST,0.056802133786137986
orbit_p0.11.bin,1.0,1.0,0.5,False,0.0,0.0,0.11,2582756.29681712,ST,0.06419140744790341
orbit_p0.12.bin,1.0,1.0,0.5,False,0.0,0.0,0.12,2582756.29681712,ST,0.07737682002555214
orbit_p0.13.bin,1.0,1.0,0.5,False,0.0,0.0,0.13,572128.7498224999,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.0,0.0,0.14,222623.10574021676,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.0,0.0,0.15,11400.982045045424,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.0,0.0,0.16,12331.256050585156,EJ,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.0,0.0,0.17,11648.179907030491,CA,
