file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.36.bin,1.0,0.4285714285714286,0.0,True,0.0,4.712388980384691,0.36,3055958.462454599,ST,0.13859693091052297
orbit_a0.37.bin,1.0,0.4285714285714286,0.0,True,0.0,4.712388980384691,0.37,3055958.462454599,ST,0.16370586127919684
orbit_a0.38.bin,1.0,0.4285714285714286,0.0,True,0.0,4.712388980384691,0.38,1157.6737376352878,CA,
orbit_a0.39.bin,1.0,0.4285714285714286,0.0,True,0.0,4.712388980384691,0.39,397.69046112594737,CA,
