file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.3600.bin,1.0,0.25,0.0,True,0.000954594233969325,3.1415926535897927,0.36,3266957.015633596,ST,0.04286087301000952
orbit_a0.3700.bin,1.0,0.25,0.0,True,0.000954594233969325,3.1415926535897927,0.37,3266957.015633596,ST,0.0462315741077052
orbit_a0.3800.bin,1.0,0.25,0.0,True,0.000954594233969325,3.1415926535897927,0.38,3266957.015633596,ST,0.05177062881824429
orbit_a0.3900.bin,1.0,0.25,0.0,True,0.000954594233969325,3.1415926535897927,0.39,3266957.015633596,ST,0.05845267975831284
orbit_a0.4000.bin,1.0,0.25,0.0,True,0.000954594233969325,3.1415926535897927,0.4,3266957.015633596,ST,0.06692513423814694
