file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.08,2582756.29681712,ST,0.03900620099277429
orbit_p0.09.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.09,2582756.29681712,ST,0.03972628794575146
orbit_p0.10.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.1,2582756.29681712,ST,0.03925741709963583
orbit_p0.11.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.11,2582756.29681712,ST,0.03824768325592966
orbit_p0.12.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.12,2582756.29681712,ST,0.03523060833371359
orbit_p0.13.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.13,2582756.29681712,ST,0.035687811796858156
orbit_p0.14.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.14,348699.8794334835,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.15,17841.159530748508,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.16,3364.158397279065,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.0,3.1415926535897927,0.17,4667.045462863586,CA,
