file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.1600.bin,1.0,0.4285714285714286,0.4,False,0.028637827019079756,4.712388980384691,0.16,3055958.462454599,ST,0.054691505226086706
orbit_p0.1700.bin,1.0,0.4285714285714286,0.4,False,0.028637827019079756,4.712388980384691,0.16999999999999998,3055958.462454599,ST,0.058298632493144036
orbit_p0.1800.bin,1.0,0.4285714285714286,0.4,False,0.028637827019079756,4.712388980384691,0.18,3055958.462454599,ST,0.06180943699590365
orbit_p0.1900.bin,1.0,0.4285714285714286,0.4,False,0.028637827019079756,4.712388980384691,0.19,241931.9129106557,CA,
orbit_p0.2000.bin,1.0,0.4285714285714286,0.4,False,0.028637827019079756,4.712388980384691,0.2,11114.174450640618,CA,
