file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.08,2582756.29681712,ST,0.04094191253179542
orbit_p0.09.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.09,2582756.29681712,ST,0.041991460200948155
orbit_p0.10.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.1,2582756.29681712,ST,0.0422438104535292
orbit_p0.11.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.11,2582756.29681712,ST,0.04166041866201318
orbit_p0.12.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.12,2582756.29681712,ST,0.0588963909005202
orbit_p0.13.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.13,360023.3723091761,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.14,42667.75941947272,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.15,6443.228701526357,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.16,6495.085881987026,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.0,3.9269908169872414,0.17,3888.0351816860993,CA,
