file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.08,2582756.29681712,ST,0.03866895214335215
orbit_p0.09.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.09,2582756.29681712,ST,0.04027812104033939
orbit_p0.10.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.1,2582756.29681712,ST,0.040831898827829075
orbit_p0.11.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.11,2582756.29681712,ST,0.040095512536516796
orbit_p0.12.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.12,2582756.29681712,ST,0.04173041005225985
orbit_p0.13.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.13,610565.0362416944,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.14,22885.246393686957,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.15,9060.793878395645,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.16,2124.9884523867104,CA,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.028637827019079756,3.9269908169872414,0.17,2454.718780465633,CA,
