file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.08,2582756.29681712,ST,0.04258647878906729
orbit_a0.09.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.09,2582756.29681712,ST,0.04528813323560563
orbit_a0.10.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.1,2582756.29681712,ST,0.046684739452812075
orbit_a0.11.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.11,2582756.29681712,ST,0.047524749172800695
orbit_a0.12.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.12,2582756.29681712,ST,0.053136225474184236
orbit_a0.13.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.13,451423.37408089096,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.14,35822.70973459091,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.15,90665.60406961617,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.16,3084.912833044796,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.028637827019079756,3.9269908169872414,0.17,2654.240080962814,CA,
