file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.08.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.08,2582756.29681712,ST,0.042690354083513224
orbit_a0.09.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.09,2582756.29681712,ST,0.045613536094582935
orbit_a0.10.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.1,2582756.29681712,ST,0.047569885146434496
orbit_a0.11.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.11,2582756.29681712,ST,0.04527983892262421
orbit_a0.12.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.12,2582756.29681712,ST,0.049363192820105775
orbit_a0.13.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.13,1263357.0231898685,CA,
orbit_a0.14.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.14,19242.068093982558,CA,
orbit_a0.15.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.15,6537.893682431818,CA,
orbit_a0.16.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.16,10869.691001758769,CA,
orbit_a0.17.bin,1.0,1.0,0.5,True,0.028637827019079756,0.7853981633974483,0.17,3939.2065438121663,CA,
