file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_p0.08.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.08,2582756.29681712,ST,0.04331736484573598
orbit_p0.09.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.09,2582756.29681712,ST,0.04751483742899389
orbit_p0.10.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.1,2582756.29681712,ST,0.05210287971979162
orbit_p0.11.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.11,2582756.29681712,ST,0.05804726440904225
orbit_p0.12.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.12,2582756.29681712,ST,0.0670222647681604
orbit_p0.13.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.13,70992.66097984741,CA,
orbit_p0.14.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.14,22095.038838932494,CA,
orbit_p0.15.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.15,2888.4872764261872,CA,
orbit_p0.16.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.16,8756.543746041021,EJ,
orbit_p0.17.bin,1.0,1.0,0.5,False,0.028637827019079756,0.7853981633974483,0.17,11416.526892048149,EJ,
