file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability
orbit_p0.3500.bin,1.0,0.4285714285714286,0.0,False,0.000954594233969325,4.71238898038469,0.35,3055958.462454599,ST
orbit_p0.3600.bin,1.0,0.4285714285714286,0.0,False,0.000954594233969325,4.71238898038469,0.36,3055958.462454599,ST
orbit_p0.3700.bin,1.0,0.4285714285714286,0.0,False,0.000954594233969325,4.71238898038469,0.37,3055958.462454599,ST
orbit_p0.3800.bin,1.0,0.4285714285714286,0.0,False,0.000954594233969325,4.71238898038469,0.38,239.0028764754801,CA
orbit_p0.3900.bin,1.0,0.4285714285714286,0.0,False,0.000954594233969325,4.71238898038469,0.39,189.84309734764798,CB
