file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability
orbit_a0.3500.bin,1.0,0.4285714285714286,0.0,True,0.000954594233969325,1.5707963267948966,0.35,3055958.462454599,ST
orbit_a0.3600.bin,1.0,0.4285714285714286,0.0,True,0.000954594233969325,1.5707963267948966,0.36,3055958.462454599,ST
orbit_a0.3700.bin,1.0,0.4285714285714286,0.0,True,0.000954594233969325,1.5707963267948966,0.37,3055958.462454599,ST
orbit_a0.3800.bin,1.0,0.4285714285714286,0.0,True,0.000954594233969325,1.5707963267948966,0.38,239.00299959236455,CA
orbit_a0.3900.bin,1.0,0.4285714285714286,0.0,True,0.000954594233969325,1.5707963267948966,0.39,189.84383376985804,CB
