file,m_A (Msun),m_B (Msun),e,apapse,m_P (Msun),l (rad),a (AU),t_stop (day),stability,delta_r
orbit_a0.0700.bin,1.0,2.333333333333333,0.5,True,0.000954594233969325,3.1415926535897927,0.06999999999999999,2000594.4249770087,ST,0.03596738440048768
orbit_a0.0800.bin,1.0,2.333333333333333,0.5,True,0.000954594233969325,3.1415926535897927,0.08,2000594.4249770087,ST,0.037938807235293186
orbit_a0.0900.bin,1.0,2.333333333333333,0.5,True,0.000954594233969325,3.1415926535897927,0.09,2000594.4249770087,ST,0.036492881173004574
orbit_a0.1000.bin,1.0,2.333333333333333,0.5,True,0.000954594233969325,3.1415926535897927,0.1,2000594.4249770087,ST,0.04199806600734069
orbit_a0.1100.bin,1.0,2.333333333333333,0.5,True,0.000954594233969325,3.1415926535897927,0.11,474603.1894776217,CA,
