{'file': 'orbit_p0.29.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.29, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.30.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.3, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.31.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.31, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.32.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.32, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.29.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.29, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.30.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.3, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.31.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.31, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.32.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.32, 't_stop (day)': 108460.5954323284, 'stability': 'CA'}
{'file': 'orbit_p0.29.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.29, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.30.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.3, 't_stop (day)': 2606722.833045497, 'stability': 'CA'}
{'file': 'orbit_p0.31.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.31, 't_stop (day)': 13425.999932321532, 'stability': 'CA'}
{'file': 'orbit_p0.32.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.32, 't_stop (day)': 17874.80426398935, 'stability': 'EJ'}
{'file': 'orbit_a0.29.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.29, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.30.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.3, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.31.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.31, 't_stop (day)': 534959.071680388, 'stability': 'CA'}
{'file': 'orbit_a0.32.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.32, 't_stop (day)': 342759.55475858867, 'stability': 'EJ'}
{'file': 'orbit_p0.29.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.29, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.30.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.3, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.31.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.31, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.32.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.1, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.32, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
